ClientID;CODE_GENDER;FLAG_OWN_CAR;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_ANNUITY;AMT_GOODS_PRICE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;DAYS_BIRTH;DAYS_EMPLOYED;OCCUPATION_TYPE;CREDIT_ACTIVE;DAYS_CREDIT;AMT_CREDIT_SUM;AMT_CREDIT_SUM_OVERDUE;CREDIT_TYPE;CITY 
CID000073;F;N;Y;0;180000.0;33763.5;585000.0;Secondary / secondary special;Married;House / apartment;-20734;365243;Desconocido;Closed;-1897;270000.0;0.0;Consumer credit; Thousand Oaks
CID000074;F;Y;N;0;396000.0;41386.5;760500.0;Higher education;Married;House / apartment;-19432;365243;Desconocido;Active;-960;245250.0;0.0;Consumer credit; San Diego
CID000075;F;N;N;0;135000.0;10449.0;234000.0;Higher education;Married;House / apartment;-14221;-890;High skill tech staff;Closed;-1843;127773.0;0.0;Consumer credit; Alhambra
CID000076;F;Y;Y;1;135000.0;13500.0;270000.0;Secondary / secondary special;Married;House / apartment;-12569;-118;Sales staff;Active;-438;270000.0;0.0;Credit card; Fresno
CID000077;F;Y;N;0;450000.0;46971.0;1017000.0;Secondary / secondary special;Married;House / apartment;-14318;-3971;Desconocido;Active;-1524;135000.0;0.0;Credit card; Temecula
CID000078;F;N;Y;0;117000.0;23692.5;450000.0;Secondary / secondary special;Married;House / apartment;-8463;-851;Core staff;Closed;-1765;24966.0;0.0;Consumer credit; Berkeley
CID000079;M;Y;N;2;225000.0;29065.5;540000.0;Secondary / secondary special;Married;House / apartment;-12801;-4357;Laborers;Closed;-573;175995.0;0.0;Consumer credit; Chula Vista
CID000080;M;Y;Y;0;157500.0;52654.5;463500.0;Secondary / secondary special;Married;House / apartment;-20892;-3890;Drivers;Closed;-1285;234000.0;0.0;Consumer credit; Torrance
CID000081;F;Y;Y;1;180000.0;19125.0;382500.0;Secondary / secondary special;Single / not married;House / apartment;-14543;-2689;Core staff;Closed;-1047;52195.5;0.0;Consumer credit; Turlock
CID000082;F;N;Y;1;135000.0;28525.5;238500.0;Secondary / secondary special;Civil marriage;With parents;-13259;-1871;Laborers;Closed;-1087;167116.5;0.0;Consumer credit; Murrieta
CID000083;F;N;N;0;67500.0;9000.0;180000.0;Secondary / secondary special;Widow;House / apartment;-21612;365243;Desconocido;Active;-602;2128.5;0.0;Credit card; Union City
CID000084;F;Y;Y;0;135000.0;7060.5;252000.0;Secondary / secondary special;Married;House / apartment;-11749;-1580;Desconocido;Closed;-2563;64732.5;0.0;Consumer credit; Hesperia
CID000085;F;Y;N;0;135000.0;28570.5;900000.0;Secondary / secondary special;Married;House / apartment;-18084;-1272;Desconocido;Active;-486;159525.0;0.0;Consumer credit; Sacramento 
CID000086;F;N;N;1;108000.0;19530.0;382500.0;Secondary / secondary special;Married;Rented apartment;-12326;-1573;Laborers;Closed;-1059;2475000.0;0.0;Consumer credit; Chula Vista
CID000087;M;N;Y;0;76500.0;22050.0;463500.0;Secondary / secondary special;Married;House / apartment;-20512;-297;Laborers;Active;-980;0.0;0.0;Credit card; Santa Clarita
CID000088;F;N;Y;0;58500.0;8662.5;135000.0;Secondary / secondary special;Widow;Municipal apartment;-21467;365243;Desconocido;Active;-437;540000.0;0.0;Consumer credit; Bellflower
CID000089;M;Y;N;0;247500.0;49500.0;1800000.0;Higher education;Married;With parents;-21294;-9568;Managers;Active;-2701;147915.0;0.0;Credit card; Manteca
CID000090;M;Y;N;0;256500.0;33376.5;450000.0;Secondary / secondary special;Separated;House / apartment;-21073;-742;Drivers;Closed;-79;18000.0;0.0;Microloan; Inglewood
CID000091;F;N;Y;0;47250.0;14566.5;229500.0;Secondary / secondary special;Separated;House / apartment;-20436;365243;Desconocido;Closed;-538;60275.565;0.0;Consumer credit; Fontana
CID000092;F;N;N;2;180000.0;23539.5;225000.0;Secondary / secondary special;Married;House / apartment;-13779;-4302;Medicine staff;Closed;-2797;38058.12;0.0;Consumer credit; Lake Forest
CID000093;M;Y;Y;0;135000.0;42174.0;351000.0;Secondary / secondary special;Married;House / apartment;-19653;-1212;Managers;Active;-314;22455.0;0.0;Consumer credit; Elk Grove
CID000094;M;N;N;0;157500.0;26703.0;270000.0;Secondary / secondary special;Separated;House / apartment;-15464;-898;Low-skill Laborers;Closed;-2374;20250.0;0.0;Consumer credit; Visalia
CID000095;F;N;N;0;90000.0;27963.0;382500.0;Secondary / secondary special;Married;House / apartment;-10724;-2059;Sales staff;Closed;-1608;478723.5;0.0;Consumer credit; Temecula
CID000096;M;Y;Y;0;256500.0;49747.5;450000.0;Secondary / secondary special;Married;House / apartment;-21731;-1057;Laborers;Active;-266;22500.0;0.0;Credit card; Oakland
CID000097;F;N;Y;0;157500.0;37723.5;472500.0;Secondary / secondary special;Married;House / apartment;-18643;-787;Sales staff;Closed;-1127;116354.88;0.0;Consumer credit; Thousand Oaks
CID000098;F;N;Y;0;450000.0;74092.5;1350000.0;Secondary / secondary special;Married;Municipal apartment;-22654;365243;Desconocido;Closed;-816;108297.0;0.0;Consumer credit; Santa Clarita
CID000099;F;N;Y;0;76500.0;6430.5;85500.0;Secondary / secondary special;Single / not married;House / apartment;-17248;-134;Desconocido;Closed;-1671;23310.0;0.0;Consumer credit; El Monte
CID000100;M;Y;N;1;337500.0;35694.0;900000.0;Secondary / secondary special;Married;House / apartment;-16229;-655;Drivers;Closed;-156;58500.0;0.0;Microloan; Oxnard
CID000101;F;Y;Y;1;198000.0;23647.5;594000.0;Higher education;Married;House / apartment;-19786;-1735;Core staff;Active;-1246;6480000.0;0.0;Mortgage; Pleasanton
CID000102;F;Y;Y;0;270000.0;15349.5;225000.0;Higher education;Separated;Co-op apartment;-9737;-689;Sales staff;Closed;-1908;36000.0;0.0;Credit card; Manteca
CID000103;M;Y;Y;0;193500.0;45031.5;1341000.0;Higher education;Married;House / apartment;-17402;-3413;Desconocido;Closed;-2734;225000.0;0.0;Consumer credit; Perris
CID000104;M;Y;N;0;90000.0;29286.0;675000.0;Higher education;Married;House / apartment;-22178;365243;Desconocido;Closed;-2411;585000.0;0.0;Consumer credit; Santa Monica
CID000105;F;N;Y;1;315000.0;26446.5;900000.0;Higher education;Civil marriage;With parents;-11188;-1336;Desconocido;Closed;-1228;351000.0;0.0;Consumer credit; Palmdale
CID000106;F;N;Y;0;166500.0;38322.0;904500.0;Secondary / secondary special;Single / not married;House / apartment;-16068;-2722;Laborers;Closed;-2713;24750.63;0.0;Consumer credit; Fontana
CID000107;F;N;N;0;40500.0;32895.0;1125000.0;Secondary / secondary special;Married;House / apartment;-19919;365243;Desconocido;Closed;-950;217584.0;0.0;Consumer credit; Lancaster
CID000108;M;Y;Y;0;270000.0;34785.0;1035000.0;Higher education;Married;House / apartment;-18272;-2250;Managers;Active;-285;1273015.71;0.0;Consumer credit; Turlock
CID000109;M;Y;Y;3;135000.0;20997.0;540000.0;Higher education;Married;Co-op apartment;-15075;-4864;Laborers;Active;-511;2124000.0;0.0;Consumer credit; Turlock
CID000110;F;N;Y;0;135000.0;28489.5;589500.0;Secondary / secondary special;Civil marriage;With parents;-16643;-3249;Sales staff;Closed;-498;50220.0;0.0;Consumer credit; Concord
CID000111;F;N;N;0;139500.0;15165.0;225000.0;Secondary / secondary special;Married;House / apartment;-10781;-1128;Core staff;Closed;-2401;144000.0;0.0;Consumer credit; Ventura
CID000112;F;N;Y;0;247500.0;46296.0;742500.0;Lower secondary;Single / not married;House / apartment;-16212;-3607;Desconocido;Active;-1029;1485000.0;0.0;Consumer credit; Menifee
CID000113;F;N;Y;0;99000.0;27679.5;675000.0;Secondary / secondary special;Married;House / apartment;-15771;-193;Laborers;Closed;-976;450004.5;0.0;Consumer credit; West Covina
CID000114;M;Y;Y;0;103500.0;42642.0;1350000.0;Secondary / secondary special;Married;House / apartment;-17899;365243;Desconocido;Closed;-1202;103585.5;0.0;Consumer credit; Glendale
CID000115;F;Y;Y;0;54000.0;29250.0;585000.0;Secondary / secondary special;Married;House / apartment;-22592;365243;Desconocido;Closed;-2724;22230.0;0.0;Consumer credit; Moreno Valley
CID000116;M;Y;Y;0;157500.0;43933.5;585000.0;Secondary / secondary special;Married;House / apartment;-21732;-3531;Laborers;Active;-200;45000.0;0.0;Credit card; Oakland
CID000117;F;Y;Y;0;90000.0;21015.0;315000.0;Secondary / secondary special;Married;House / apartment;-8406;-1681;Sales staff;Sold;-2294;238851.0;0.0;Credit card; Murrieta
CID000118;M;Y;Y;1;135000.0;23872.5;225000.0;Higher education;Married;House / apartment;-11201;-825;Drivers;Closed;-2882;19476.0;0.0;Consumer credit; Glendale
CID000119;F;N;Y;0;126000.0;40770.0;1377000.0;Higher education;Married;House / apartment;-23030;365243;Desconocido;Active;-259;360000.0;0.0;Consumer credit; Fresno
CID000120;F;Y;Y;0;148500.0;44302.5;900000.0;Secondary / secondary special;Separated;House / apartment;-21811;-651;High skill tech staff;Closed;-239;7200.0;0.0;Consumer credit; Santa Maria
CID000121;F;N;N;0;202500.0;4576.5;121500.0;Higher education;Married;Municipal apartment;-21508;-2134;Accountants;Active;-102;67500.0;0.0;Credit card; San Bernardino
CID000122;F;N;N;0;130500.0;16596.0;225000.0;Higher education;Civil marriage;House / apartment;-14245;-4792;Core staff;Active;-172;140679.0;0.0;Consumer credit; San Leandro
CID000123;F;Y;Y;1;135000.0;17761.5;157500.0;Secondary / secondary special;Widow;House / apartment;-20150;-1342;Managers;Closed;-2613;112500.0;0.0;Consumer credit; Berkeley
CID000124;F;N;Y;1;202500.0;29065.5;450000.0;Secondary / secondary special;Married;House / apartment;-12576;-1364;Sales staff;Active;-2288;270000.0;0.0;Credit card; Riverside
CID000125;F;N;Y;0;157500.0;33376.5;450000.0;Secondary / secondary special;Single / not married;House / apartment;-9976;-1429;Drivers;Active;-1183;121500.0;0.0;Credit card; Fontana
CID000126;M;N;Y;1;135000.0;57555.0;675000.0;Secondary / secondary special;Married;House / apartment;-10490;-504;Desconocido;Closed;-2140;15022.26;0.0;Consumer credit; Oxnard
CID000127;F;N;Y;0;360000.0;40063.5;900000.0;Higher education;Single / not married;House / apartment;-16295;-305;Sales staff;Closed;-2834;45076.5;0.0;Consumer credit; Elk Grove
CID000128;M;N;Y;0;216000.0;59485.5;2250000.0;Secondary / secondary special;Married;House / apartment;-22752;365243;Desconocido;Closed;-2492;31882.5;0.0;Consumer credit; Camarillo
CID000129;M;Y;Y;0;99000.0;16456.5;225000.0;Secondary / secondary special;Married;House / apartment;-24317;365243;Desconocido;Active;-177;78160.5;0.0;Consumer credit; Anaheim
CID000130;F;N;Y;0;73125.0;10125.0;202500.0;Secondary / secondary special;Widow;House / apartment;-22731;365243;Desconocido;Closed;-2345;225000.0;0.0;Consumer credit; Huntington Beach
CID000131;F;Y;Y;1;90000.0;10125.0;202500.0;Higher education;Married;House / apartment;-15278;-4359;High skill tech staff;Closed;-1233;423000.0;0.0;Credit card; Thousand Oaks
CID000132;M;Y;Y;0;360000.0;31261.5;450000.0;Secondary / secondary special;Married;House / apartment;-13131;-810;High skill tech staff;Active;-718;292500.0;0.0;Credit card; Santa Monica
CID000133;F;N;Y;1;112500.0;16227.0;180000.0;Incomplete higher;Single / not married;House / apartment;-10553;-390;Core staff;Closed;-943;0.0;0.0;Credit card; Orange
CID000134;F;N;Y;0;90000.0;29074.5;990000.0;Secondary / secondary special;Civil marriage;House / apartment;-22986;365243;Desconocido;Closed;-1675;225000.0;0.0;Consumer credit; Santa Rosa
CID000135;F;N;Y;0;36900.0;7110.0;112500.0;Secondary / secondary special;Widow;House / apartment;-22988;365243;Desconocido;Active;-19;40963.5;0.0;Consumer credit; Fremont
CID000136;F;Y;Y;1;135000.0;24165.0;382500.0;Secondary / secondary special;Widow;House / apartment;-16760;-3521;Core staff;Closed;-1184;116640.0;0.0;Consumer credit; Los Ángeles
CID000137;F;N;Y;1;135000.0;31500.0;450000.0;Secondary / secondary special;Married;House / apartment;-9124;-978;Core staff;Active;-417;175500.0;0.0;Credit card; Anaheim
CID000138;F;N;Y;0;112500.0;8982.0;144000.0;Secondary / secondary special;Widow;With parents;-20008;365243;Desconocido;Closed;-1143;1170000.0;0.0;Consumer credit; Moreno Valley
CID000139;M;Y;Y;2;144000.0;34596.0;675000.0;Secondary / secondary special;Married;House / apartment;-10891;-2590;Sales staff;Active;-754;0.0;0.0;Credit card; Murrieta
CID000140;F;N;N;0;135000.0;14566.5;180000.0;Secondary / secondary special;Civil marriage;House / apartment;-18984;-10821;Laborers;Active;-1041;315000.0;0.0;Credit card; Turlock
CID000141;M;Y;Y;0;225000.0;62181.0;1350000.0;Incomplete higher;Single / not married;House / apartment;-9706;-701;Desconocido;Closed;-780;88101.18;0.0;Consumer credit; Stockton
CID000142;F;Y;Y;0;180000.0;36472.5;828000.0;Higher education;Married;House / apartment;-20556;365243;Desconocido;Closed;-2841;0.0;0.0;Credit card; Los Ángeles
CID000143;M;Y;Y;0;234000.0;21780.0;450000.0;Higher education;Married;House / apartment;-11550;-1820;Sales staff;Closed;-1013;38610.0;0.0;Consumer credit; Menifee
CID000144;F;N;Y;2;90000.0;9000.0;180000.0;Secondary / secondary special;Married;House / apartment;-14396;-478;Core staff;Closed;-1115;34024.5;0.0;Consumer credit; Torrance
CID000145;M;N;Y;0;126000.0;12816.0;288000.0;Secondary / secondary special;Married;House / apartment;-22854;365243;Desconocido;Active;-242;533250.0;0.0;Consumer credit; Burbank
CID000146;F;N;Y;0;135000.0;17986.5;252000.0;Secondary / secondary special;Married;House / apartment;-20803;365243;Desconocido;Active;-473;141750.0;0.0;Credit card; Burbank
CID000147;F;Y;Y;1;157500.0;33813.0;1152000.0;Secondary / secondary special;Married;House / apartment;-15487;-5675;Accountants;Closed;-2848;0.0;0.0;Credit card; Pomona
CID000148;M;N;Y;0;225000.0;28593.0;225000.0;Higher education;Married;House / apartment;-10845;-1817;High skill tech staff;Active;-1112;652500.0;0.0;Consumer credit; Thousand Oaks
CID000149;M;Y;Y;0;522000.0;44950.5;1215000.0;Higher education;Married;House / apartment;-20923;-506;Managers;Active;-665;283500.0;0.0;Credit card; Santa Monica
CID000150;F;N;Y;1;180000.0;38250.0;1138500.0;Secondary / secondary special;Married;House / apartment;-12754;-1779;Sales staff;Active;-803;234000.0;0.0;Credit card; Apple Valley
